biosample	assembly_accession	host	bioproject	infraspecific_name	assembly_level	genome_rep	ftp_path
SAMN02383775	GCA_000562165.1	Homo sapiens	PRJNA224486	strain=W73060	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/562/165/GCA_000562165.1_Stap_aure_W73060_V1
SAMN02383774	GCA_000562145.1	Homo sapiens	PRJNA224485	strain=T87526	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/562/145/GCA_000562145.1_Stap_aure_T87526_V1
SAMN02383773	GCA_000562125.1	Homo sapiens	PRJNA224484	strain=F83272	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/562/125/GCA_000562125.1_Stap_aure_F83272_V1
SAMN02383772	GCA_000562105.1	Homo sapiens	PRJNA224483	strain=F83269	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/562/105/GCA_000562105.1_Stap_aure_F83269_V1
SAMN02383771	GCA_000562085.1	Homo sapiens	PRJNA224482	strain=F83251	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/562/085/GCA_000562085.1_Stap_aure_F83251_V1
SAMN02383770	GCA_000562065.1	Homo sapiens	PRJNA224481	strain=H45760	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/562/065/GCA_000562065.1_Stap_aure_H45760_V1
SAMN02383769	GCA_000562045.1	Homo sapiens	PRJNA224480	strain=H45765	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/562/045/GCA_000562045.1_Stap_aure_H45765_V1
SAMN02383768	GCA_000562025.1	Homo sapiens	PRJNA224479	strain=H45755	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/562/025/GCA_000562025.1_Stap_aure_H45755_V1
SAMN02383767	GCA_000562005.1	Homo sapiens	PRJNA224478	strain=T84595	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/562/005/GCA_000562005.1_Stap_aure_T84595_V1
SAMN02383766	GCA_000561985.1	Homo sapiens	PRJNA224477	strain=T84592	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/985/GCA_000561985.1_Stap_aure_T84592_V1
SAMN02383765	GCA_000561965.1	Homo sapiens	PRJNA224476	strain=T84594	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/965/GCA_000561965.1_Stap_aure_T84594_V1
SAMN02383764	GCA_000576855.1	Homo sapiens	PRJNA224475	strain=M36089	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/855/GCA_000576855.1_Stap_aure_M36089_V1
SAMN02383763	GCA_000576835.1	Homo sapiens	PRJNA224474	strain=F80354	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/835/GCA_000576835.1_Stap_aure_F80354_V1
SAMN02383762	GCA_000561945.1	Homo sapiens	PRJNA224473	strain=F80375	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/945/GCA_000561945.1_Stap_aure_F80375_V1
SAMN02383761	GCA_000561925.1	Homo sapiens	PRJNA224472	strain=F80381	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/925/GCA_000561925.1_Stap_aure_F80381_V1
SAMN02383760	GCA_000561905.1	Homo sapiens	PRJNA224471	strain=F80358	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/905/GCA_000561905.1_Stap_aure_F80358_V1
SAMN02383759	GCA_000561885.1	Homo sapiens	PRJNA224470	strain=F80349	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/885/GCA_000561885.1_Stap_aure_F80349_V1
SAMN02383758	GCA_000561865.1	Homo sapiens	PRJNA224469	strain=H42759	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/865/GCA_000561865.1_Stap_aure_H42759_V1
SAMN02383757	GCA_000561845.1	Homo sapiens	PRJNA224468	strain=H42737	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/845/GCA_000561845.1_Stap_aure_H42737_V1
SAMN02383756	GCA_000561825.1	Homo sapiens	PRJNA224467	strain=M36077	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/825/GCA_000561825.1_Stap_aure_M36077_V1
SAMN02383755	GCA_000561805.1	Homo sapiens	PRJNA224466	strain=F68118	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/805/GCA_000561805.1_Stap_aure_F68118_V1
SAMN02383754	GCA_000561785.1	Homo sapiens	PRJNA224465	strain=F76996	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/785/GCA_000561785.1_Stap_aure_F76996_V1
SAMN02383753	GCA_000561765.1	Homo sapiens	PRJNA224464	strain=H30737	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/765/GCA_000561765.1_Stap_aure_H30737_V1
SAMN02383752	GCA_000561745.1	Homo sapiens	PRJNA224463	strain=F77047	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/745/GCA_000561745.1_Stap_aure_F77047_V1
SAMN02383751	GCA_000561725.1	Homo sapiens	PRJNA224462	strain=F77005	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/725/GCA_000561725.1_Stap_aure_F77005_V1
SAMN02383750	GCA_000561705.1	Homo sapiens	PRJNA224461	strain=T78544	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/705/GCA_000561705.1_Stap_aure_T78544_V1
SAMN02383749	GCA_000561685.1	Homo sapiens	PRJNA224460	strain=F74139	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/685/GCA_000561685.1_Stap_aure_F74139_V1
SAMN02383748	GCA_000561665.1	Homo sapiens	PRJNA224459	strain=W60801	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/665/GCA_000561665.1_Stap_aure_W60801_V1
SAMN02383747	GCA_000561645.1	Homo sapiens	PRJNA224458	strain=H30732	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/645/GCA_000561645.1_Stap_aure_H30732_V1
SAMN02383746	GCA_000561625.1	Homo sapiens	PRJNA224457	strain=W60784	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/625/GCA_000561625.1_Stap_aure_W60784_V1
SAMN02383745	GCA_000561605.1	Homo sapiens	PRJNA224456	strain=W60774	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/605/GCA_000561605.1_Stap_aure_W60774_V1
SAMN02383744	GCA_000593645.1	Homo sapiens	PRJNA224455	strain=T74602	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/645/GCA_000593645.1_Stap_aure_T74602_V1
SAMN02383743	GCA_000561585.1	Homo sapiens	PRJNA224454	strain=F70893	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/585/GCA_000561585.1_Stap_aure_F70893_V1
SAMN02383742	GCA_000561565.1	Homo sapiens	PRJNA224453	strain=H33594	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/565/GCA_000561565.1_Stap_aure_H33594_V1
SAMN02383741	GCA_000561545.1	Homo sapiens	PRJNA224452	strain=H33636	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/545/GCA_000561545.1_Stap_aure_H33636_V1
SAMN02383740	GCA_000561525.1	Homo sapiens	PRJNA224451	strain=H33602	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/525/GCA_000561525.1_Stap_aure_H33602_V1
SAMN02383739	GCA_000561505.1	Homo sapiens	PRJNA224450	strain=T71888	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/505/GCA_000561505.1_Stap_aure_T71888_V1
SAMN02383738	GCA_000561485.1	Homo sapiens	PRJNA224449	strain=T71872	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/485/GCA_000561485.1_Stap_aure_T71872_V1
SAMN02383737	GCA_000561465.1	Homo sapiens	PRJNA224448	strain=T71868	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/465/GCA_000561465.1_Stap_aure_T71868_V1
SAMN02383736	GCA_000561445.1	Homo sapiens	PRJNA224447	strain=M27449	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/445/GCA_000561445.1_Stap_aure_M27449_V1
SAMN02383735	GCA_000561425.1	Homo sapiens	PRJNA224446	strain=M24390	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/425/GCA_000561425.1_Stap_aure_M24390_V1
SAMN02383734	GCA_000561405.1	Homo sapiens	PRJNA224445	strain=M24400	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/405/GCA_000561405.1_Stap_aure_M24400_V1
SAMN02383733	GCA_000561385.1	Homo sapiens	PRJNA224444	strain=F65057	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/385/GCA_000561385.1_Stap_aure_F65057_V1
SAMN02383732	GCA_000593625.1	Homo sapiens	PRJNA224443	strain=F55987	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/625/GCA_000593625.1_Stap_aure_F55987_V1
SAMN02383731	GCA_000561365.1	Homo sapiens	PRJNA224442	strain=H27777	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/365/GCA_000561365.1_Stap_aure_H27777_V1
SAMN02383730	GCA_000561345.1	Homo sapiens	PRJNA224441	strain=H27761	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/345/GCA_000561345.1_Stap_aure_H27761_V1
SAMN02383729	GCA_000561325.1	Homo sapiens	PRJNA224440	strain=H27739	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/325/GCA_000561325.1_Stap_aure_H27739_V1
SAMN02383728	GCA_000561305.1	Homo sapiens	PRJNA224439	strain=W51776	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/305/GCA_000561305.1_Stap_aure_W51776_V1
SAMN02383727	GCA_000561285.1	Homo sapiens	PRJNA224438	strain=M20916	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/285/GCA_000561285.1_Stap_aure_M20916_V1
SAMN02383726	GCA_000561265.1	Homo sapiens	PRJNA224437	strain=M20913	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/265/GCA_000561265.1_Stap_aure_M20913_V1
SAMN02383725	GCA_000561245.1	Homo sapiens	PRJNA224436	strain=M20894	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/245/GCA_000561245.1_Stap_aure_M20894_V1
SAMN02383724	GCA_000593605.1	Homo sapiens	PRJNA224435	strain=F62013	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/605/GCA_000593605.1_Stap_aure_F62013_V1
SAMN02383723	GCA_000561225.1	Homo sapiens	PRJNA224434	strain=F62010	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/225/GCA_000561225.1_Stap_aure_F62010_V1
SAMN02383722	GCA_000561205.1	Homo sapiens	PRJNA224433	strain=F62007	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/205/GCA_000561205.1_Stap_aure_F62007_V1
SAMN02383721	GCA_000561185.1	Homo sapiens	PRJNA224432	strain=H24884	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/185/GCA_000561185.1_Stap_aure_H24884_V1
SAMN02383720	GCA_000561165.1	Homo sapiens	PRJNA224431	strain=T62848	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/165/GCA_000561165.1_Stap_aure_T62848_V1
SAMN02383719	GCA_000561145.1	Homo sapiens	PRJNA224430	strain=W48906	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/145/GCA_000561145.1_Stap_aure_W48906_V1
SAMN02383718	GCA_000561125.1	Homo sapiens	PRJNA224429	strain=T62854	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/125/GCA_000561125.1_Stap_aure_T62854_V1
SAMN02383717	GCA_000561105.1	Homo sapiens	PRJNA224428	strain=F59156	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/105/GCA_000561105.1_Stap_aure_F59156_V1
SAMN02383716	GCA_000561085.1	Homo sapiens	PRJNA224427	strain=H21924	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/085/GCA_000561085.1_Stap_aure_H21924_V1
SAMN02383715	GCA_000561065.1	Homo sapiens	PRJNA224426	strain=H21935	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/065/GCA_000561065.1_Stap_aure_H21935_V1
SAMN02383714	GCA_000561045.1	Homo sapiens	PRJNA224425	strain=H18811	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/045/GCA_000561045.1_Stap_aure_H18811_V1
SAMN02383713	GCA_000561025.1	Homo sapiens	PRJNA224424	strain=M16220	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/025/GCA_000561025.1_Stap_aure_M16220_V1
SAMN02383712	GCA_000561005.1	Homo sapiens	PRJNA224423	strain=S72396	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/561/005/GCA_000561005.1_Stap_aure_S72396_V1
SAMN02383711	GCA_000560985.1	Homo sapiens	PRJNA224422	strain=H18809	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/985/GCA_000560985.1_Stap_aure_H18809_V1
SAMN02383710	GCA_000560965.1	Homo sapiens	PRJNA224421	strain=H18813	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/965/GCA_000560965.1_Stap_aure_H18813_V1
SAMN02383709	GCA_000560945.1	Homo sapiens	PRJNA224420	strain=H18808	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/945/GCA_000560945.1_Stap_aure_H18808_V1
SAMN02383708	GCA_000560925.1	Homo sapiens	PRJNA224419	strain=W42932	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/925/GCA_000560925.1_Stap_aure_W42932_V1
SAMN02383707	GCA_000560905.1	Homo sapiens	PRJNA224418	strain=W42929	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/905/GCA_000560905.1_Stap_aure_W42929_V1
SAMN02383706	GCA_000560885.1	Homo sapiens	PRJNA224417	strain=H87658	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/885/GCA_000560885.1_Stap_aure_H87658_V1
SAMN02383705	GCA_000560865.1	Homo sapiens	PRJNA224416	strain=M12717	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/865/GCA_000560865.1_Stap_aure_M12717_V1
SAMN02383704	GCA_000560845.1	Homo sapiens	PRJNA224415	strain=M12714	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/845/GCA_000560845.1_Stap_aure_M12714_V1
SAMN02383703	GCA_000576815.1	Homo sapiens	PRJNA224414	strain=M12709	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/815/GCA_000576815.1_Stap_aure_M12709_V1
SAMN02383702	GCA_000560825.1	Homo sapiens	PRJNA224413	strain=M12703	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/825/GCA_000560825.1_Stap_aure_M12703_V1
SAMN02383701	GCA_000560805.1	Homo sapiens	PRJNA224412	strain=F52748	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/805/GCA_000560805.1_Stap_aure_F52748_V1
SAMN02383700	GCA_000576795.1	Homo sapiens	PRJNA224411	strain=F52754	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/795/GCA_000576795.1_Stap_aure_F52754_V1
SAMN02383699	GCA_000560785.1	Homo sapiens	PRJNA224410	strain=H15665	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/785/GCA_000560785.1_Stap_aure_H15665_V1
SAMN02383698	GCA_000560765.1	Homo sapiens	PRJNA224409	strain=W39902	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/765/GCA_000560765.1_Stap_aure_W39902_V1
SAMN02383697	GCA_000560745.1	Homo sapiens	PRJNA224408	strain=F46632	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/745/GCA_000560745.1_Stap_aure_F46632_V1
SAMN02383696	GCA_000593585.1	Homo sapiens	PRJNA224407	strain=F46600	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/585/GCA_000593585.1_Stap_aure_F46600_V1
SAMN02383695	GCA_000560725.1	Homo sapiens	PRJNA224406	strain=W33796	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/725/GCA_000560725.1_Stap_aure_W33796_V1
SAMN02383694	GCA_000560705.1	Homo sapiens	PRJNA224405	strain=T47181	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/705/GCA_000560705.1_Stap_aure_T47181_V1
SAMN02383693	GCA_000560685.1	Homo sapiens	PRJNA224404	strain=F43676	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/685/GCA_000560685.1_Stap_aure_F43676_V1
SAMN02383692	GCA_000560665.1	Homo sapiens	PRJNA224403	strain=M80333	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/665/GCA_000560665.1_Stap_aure_M80333_V1
SAMN02383691	GCA_000593565.1	Homo sapiens	PRJNA224402	strain=M80329	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/565/GCA_000593565.1_Stap_aure_M80329_V1
SAMN02383690	GCA_000560645.1	Homo sapiens	PRJNA224401	strain=T28854	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/645/GCA_000560645.1_Stap_aure_T28854_V1
SAMN02383689	GCA_000560625.1	Homo sapiens	PRJNA224400	strain=F40814	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/625/GCA_000560625.1_Stap_aure_F40814_V1
SAMN02383688	GCA_000560605.1	Homo sapiens	PRJNA224399	strain=H84507	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/605/GCA_000560605.1_Stap_aure_H84507_V1
SAMN02383687	GCA_000560585.1	Homo sapiens	PRJNA224398	strain=H84492	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/585/GCA_000560585.1_Stap_aure_H84492_V1
SAMN02383686	GCA_000560565.1	Homo sapiens	PRJNA224397	strain=H84489	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/565/GCA_000560565.1_Stap_aure_H84489_V1
SAMN02383685	GCA_000560545.1	Homo sapiens	PRJNA224396	strain=T28847	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/545/GCA_000560545.1_Stap_aure_T28847_V1
SAMN02383684	GCA_000560525.1	Homo sapiens	PRJNA224395	strain=T41081	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/525/GCA_000560525.1_Stap_aure_T41081_V1
SAMN02383683	GCA_000560505.1	Homo sapiens	PRJNA224394	strain=H81437	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/505/GCA_000560505.1_Stap_aure_H81437_V1
SAMN02383682	GCA_000560485.1	Homo sapiens	PRJNA224393	strain=W24216	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/485/GCA_000560485.1_Stap_aure_W24216_V1
SAMN02383681	GCA_000560465.1	Homo sapiens	PRJNA224392	strain=M73849	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/465/GCA_000560465.1_Stap_aure_M73849_V1
SAMN02383680	GCA_000576775.1	Homo sapiens	PRJNA224391	strain=W21479	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/576/775/GCA_000576775.1_Stap_aure_W21479_V1
SAMN02383679	GCA_000560445.1	Homo sapiens	PRJNA224390	strain=W21472	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/445/GCA_000560445.1_Stap_aure_W21472_V1
SAMN02383678	GCA_000560425.1	Homo sapiens	PRJNA224389	strain=T34703	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/425/GCA_000560425.1_Stap_aure_T34703_V1
SAMN02383677	GCA_000560405.1	Homo sapiens	PRJNA224388	strain=T34696	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/405/GCA_000560405.1_Stap_aure_T34696_V1
SAMN02383676	GCA_000560385.1	Homo sapiens	PRJNA224387	strain=M70590	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/385/GCA_000560385.1_Stap_aure_M70590_V1
SAMN02383675	GCA_000560365.1	Homo sapiens	PRJNA224386	strain=M64191	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/365/GCA_000560365.1_Stap_aure_M64191_V1
SAMN02383674	GCA_000560345.1	Homo sapiens	PRJNA224385	strain=H75198	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/345/GCA_000560345.1_Stap_aure_H75198_V1
SAMN02383673	GCA_000560325.1	Homo sapiens	PRJNA224384	strain=W18443	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/325/GCA_000560325.1_Stap_aure_W18443_V1
SAMN02383672	GCA_000560305.1	Homo sapiens	PRJNA224383	strain=M67290	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/305/GCA_000560305.1_Stap_aure_M67290_V1
SAMN02383671	GCA_000560285.1	Homo sapiens	PRJNA224382	strain=M64164	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/285/GCA_000560285.1_Stap_aure_M64164_V1
SAMN02383670	GCA_000560265.1	Homo sapiens	PRJNA224381	strain=H69239	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/265/GCA_000560265.1_Stap_aure_H69239_V1
SAMN02383669	GCA_000593545.1	Homo sapiens	PRJNA224380	strain=W12461	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/545/GCA_000593545.1_Stap_aure_W12461_V1
SAMN02383668	GCA_000560245.1	Homo sapiens	PRJNA224379	strain=T25611	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/245/GCA_000560245.1_Stap_aure_T25611_V1
SAMN02383667	GCA_000560225.1	Homo sapiens	PRJNA224378	strain=F12874	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/225/GCA_000560225.1_Stap_aure_F12874_V1
SAMN02383666	GCA_000560205.1	Homo sapiens	PRJNA224377	strain=H57070	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/205/GCA_000560205.1_Stap_aure_H57070_V1
SAMN02383665	GCA_000560185.1	Homo sapiens	PRJNA224376	strain=F90608	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/185/GCA_000560185.1_Stap_aure_F90608_V1
SAMN02383664	GCA_000560165.1	Homo sapiens	PRJNA224375	strain=M45245	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/165/GCA_000560165.1_Stap_aure_M45245_V1
SAMN02383663	GCA_000560145.1	Homo sapiens	PRJNA224374	strain=W48872	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/145/GCA_000560145.1_Stap_aure_W48872_V1
SAMN02383662	GCA_000593525.1	Homo sapiens	PRJNA224373	strain=T66292	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/525/GCA_000593525.1_Stap_aure_T66292_V1
SAMN02383661	GCA_000560125.1	Homo sapiens	PRJNA224371	strain=T66286	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/125/GCA_000560125.1_Stap_aure_T66286_V1
SAMN02383660	GCA_000560105.1	Homo sapiens	PRJNA224370	strain=T66282	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/105/GCA_000560105.1_Stap_aure_T66282_V1
SAMN02383659	GCA_000593505.1	Homo sapiens	PRJNA224369	strain=T66243	Contig	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/593/505/GCA_000593505.1_Stap_aure_T66243_V1
SAMN02383658	GCA_000560085.1	Homo sapiens	PRJNA224368	strain=M20676	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/085/GCA_000560085.1_Stap_aure_M20676_V1
SAMN02383657	GCA_000560065.1	Homo sapiens	PRJNA224367	strain=T62328	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/065/GCA_000560065.1_Stap_aure_T62328_V1
SAMN02383656	GCA_000560045.1	Homo sapiens	PRJNA224366	strain=F25913	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/045/GCA_000560045.1_Stap_aure_F25913_V1
SAMN02383655	GCA_000560025.1	Homo sapiens	PRJNA224365	strain=F16077	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/025/GCA_000560025.1_Stap_aure_F16077_V1
SAMN02383654	GCA_000560005.1	Homo sapiens	PRJNA224364	strain=H60145	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/560/005/GCA_000560005.1_Stap_aure_H60145_V1
SAMN02383653	GCA_000559985.1	Homo sapiens	PRJNA224363	strain=W85047	Scaffold	Full	ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/559/985/GCA_000559985.1_Stap_aure_W85047_V1
